word|styled-context|chapter|location
pudor,|"dentes, no eran comedidas, no rebuscaban las frases. Doña Anuncia decía palabras que la hubieran escandalizado en labios ajenos. La conversación tardó en volver al pecado de Ana, a la vergüenza de que les hablaba la carta de doña Camila. La huérfana oía, desde su alcoba, historias que sublevaban su <span style=""color: rgb(0, 0, 255);"">pudor,</span> que le enseñaban mil desnudeces que no había visto en los libros de Mitología. Pero aquellas mujeres ya se habían olvidado de ella. Tarsila, Obdulia, Visitación, otro pimpollo que se escapaba por el balcón en compañía de su novio, la misma marquesa de Vegallana, sus hijas, sus sobrinas de la "|IX|Location 3898
andrajosa.|"smo aparente de los diálogos, de los roces bruscos, de los tropezones insolentes, de la brutalidad jactanciosa, había flores delicadas, verdadero pudor, ilusiones puras, ensueños amorosos que vivían allí sin conciencia de los miasmas de la miseria.

Ana participó un momento de aquella voluptuosidad <span style=""color: rgb(0, 0, 255);"">andrajosa.</span> Pensó en sí misma, en su vida consagrada al sacrificio, a una prohibición absoluta del placer, y se tuvo esa lástima profunda del egoísmo excitado ante las propias desdichas. «Yo soy más pobre que todas estas. Mi criada tiene a su molinero que le dice al oído palabras que le encienden el "|IX|Location 3899
regatean|"tiendas, pero se compra poco. La calle del Comercio es el núcleo de estos paseos nocturnos y algo disimulados. Los caballeros van y vienen por la ancha acera y miran con mayor o menor descaro a las damas sentadas junto al mostrador. Con un ojo en las novedades de la estación y con otro en la calle, <span style=""color: rgb(0, 0, 255);"">regatean</span> los precios, y cazan lisonjas y señas al vuelo. Los mancebos son casi todos catalanes; pero pronuncian el castellano con suficiente corrección. Son amables, guapos casi todos. Los más tienen la barba cortada a lo Jesucristo. Muchos ojos negros almibarados y rosas en las mejillas. Inclinan l"|IX|Location 3939
mancebos|"leo de estos paseos nocturnos y algo disimulados. Los caballeros van y vienen por la ancha acera y miran con mayor o menor descaro a las damas sentadas junto al mostrador. Con un ojo en las novedades de la estación y con otro en la calle, regatean los precios, y cazan lisonjas y señas al vuelo. Los <span style=""color: rgb(0, 0, 255);"">mancebos</span> son casi todos catalanes; pero pronuncian el castellano con suficiente corrección. Son amables, guapos casi todos. Los más tienen la barba cortada a lo Jesucristo. Muchos ojos negros almibarados y rosas en las mejillas. Inclinan la cabeza con una languidez entre romántica y cachazuda; aquel"|IX|Location 3939
percal.|" romántica y cachazuda; aquello lo mismo puede significar: «Señorita, abrigo una pasión secreta, que...». «Señorita, ni la paciencia de Job... pero tendré paciencia».

—¡Oh, le estoy cansando a usted!—dice Visitación a un rubio con cuello marinero, a quien ha hecho ya cargar con cincuenta piezas de <span style=""color: rgb(0, 0, 255);"">percal.</span>

—¡Ah, no señora! Es mi obligación... y además lo hago con la mejor voluntad.... «El mancebo ha de ser incansable, para eso está allí».

Visitación siempre tiene que hacer un mandilón para la criada, pero no se decide nunca. Otras noches es ella la que está desnuda.

—«Me va a coger el invie"|IX|Location 3944
codearse,|"lérigos, están deseando todo el día, sin darse cuenta, la hora de las tiendas, los días que hace bueno y pueden las damas «decorosamente» coger la mantilla y echarse a la calle. Es aquella una hora de cita que, sin saberlo ellos mismos, se dan los vetustenses para satisfacer la necesidad de verse y <span style=""color: rgb(0, 0, 255);"">codearse,</span> y oír ruido humano. Es de notar que los vetustenses se aman y se aborrecen; se necesitan y se desprecian. Uno por uno el vetustense maldice de sus conciudadanos, pero defiende el carácter del pueblo en masa, y si le sacan de allí suspira por volver. En el paseo de la noche, que viene a ser"|IX|Location 3960
ahítas|"nstruosa. Se creía hombre de talento—«él era principalmente un político»—; confiaba en su experiencia de hombre de mundo, y en su arte de Tenorio, pero humildemente se declaraba a sí mismo que todo esto no era nada comparado con el prestigio de su belleza corporal. «Para seducir a mujeres gastadas, <span style=""color: rgb(0, 0, 255);"">ahítas</span> de amor, mimosas, de gustos estragados, tal vez no basta la figura, ni es lo principal siquiera; pero las vírgenes honradas (conocía él otra clase) y las casadas honestas se rinden al buen mozo».

—No conozco seductores corcovados ni enanos—decía, encogiéndose de hombros, las pocas veces que "|IX|Location 3996
extravíos|"era; pero las vírgenes honradas (conocía él otra clase) y las casadas honestas se rinden al buen mozo».

—No conozco seductores corcovados ni enanos—decía, encogiéndose de hombros, las pocas veces que con sus amigos íntimos hablaba de estas cosas: solía ser después de cenar fuerte—. ¿Se me habla de <span style=""color: rgb(0, 0, 255);"">extravíos</span> del gusto? Eso es lo excepcional. Pero nadie querrá ser en el amor lo que es el asafétida en los olores; y sin embargo, las damas romanas de la decadencia....

Paco Vegallana acudía entonces con el testimonio de las lecturas técnico-escandalosas. Describía todas las aberraciones de la lubr"|IX|Location 3999
deletéreos|" ojos muy abiertos:

—«¡Qué mujer aquella!».—Y suspiraba. Aquella mujer nunca había sido una vetustense. Las vetustenses tampoco creían en la metafísica, no sabían de ella, pero no pasaban por ciertas cosas.

Don Álvaro iba al lado de Ana convencido de que su presencia bastaba para producir efectos <span style=""color: rgb(0, 0, 255);"">deletéreos</span> en aquella virtud en que él mismo creía. Las palabras eran por entonces, y sin perjuicio, lo de menos. Él también solía hablar con elocuencia, al alma ¡vaya! pero en otras circunstancias; más adelante.

Paco iba detrás sin desdeñar la conversación de Petra, que se mirlaba hablando con el "|IX|Location 4034
alambicado|"s de comenzar a comer bien, mediante aquellos esfuerzos supremos, notó que unas ruedas que le daban vueltas dentro del cráneo se movían más despacio y con armónico movimiento. Ya no imaginaba tantos héroes y heroínas, y los que le quedaban en la cabeza eran menos fantásticos, sus sentimientos menos <span style=""color: rgb(0, 0, 255);"">alambicado</span>s, y se complacía en describir su belleza exterior; los colocaba en parajes deliciosos y pintorescos y acababan todas las aventuras en batallas o en escenas de amor.

Al despertar todas las mañanas se sorprendía Anita con una sonrisa en el alma y una plácida pereza en el cuerpo. Las tías l"|IX|Location 4047
otorgaba|"a inadvertencia de Ana? ¡Que no se fijaba en ella! ¿Era coquetería vulgar o algo más alambicado que él no se explicaba? ¿Quería dar por nulo todo lo que ambos sabían, las citas, sin citarse, en tal iglesia, en el teatro, en el paseo? ¿Quería negar valor a las miradas fijas, intensas, que a veces le <span style=""color: rgb(0, 0, 255);"">otorgaba</span> como favor celestial que no debe prodigarse?

El primer impulso de Ana había sido inconsciente.

Había hablado como quien repite una frase hecha, sin sentido; pero después pensó que aquella respuesta podía servir para desanimar a Mesía dándole a entender que ella no había entrado en aquel p"|IX|Location 4049
Qué monísima! ¡qué monísima!|"Petra? ¿Y Paco?—preguntó la Regenta alarmada.

—Ahí vienen, ahora dan vuelta a la esquina.

Anita sentía seca la boca; para hablar necesitaba humedecer con la lengua los labios. Lo vio Mesía que adoraba este gesto de la Regenta, y sin poder contenerse, fuera de su plan, natura naturans, exclamó:

—¡<span style=""color: rgb(0, 0, 255);"">Qué monísima! ¡qué monísima!</span>

Pero lo dijo con voz ronca, sin conciencia de que hablaba, muy bajo, sin alarde de atrevimiento. Fue una fuga de pasión, que por lo mismo importaba más que una flor insípida, y no era una desfachatez. Podía tomarse por una declaración, por una brutalidad de la naturalez"|IX|Location 4081
delataron,|" fuga de pasión, que por lo mismo importaba más que una flor insípida, y no era una desfachatez. Podía tomarse por una declaración, por una brutalidad de la naturaleza excitada, por todo, menos por una osadía impertinente, imposible en el más cumplido caballero.

Ana fingió no oír, pero sus ojos la <span style=""color: rgb(0, 0, 255);"">delataron,</span> y brillando en la sombra, buscando a don Álvaro que había retrocedido un paso en la obscuridad, le pagaron con creces las delicias que aquellas palabras dejaron caer como lluvia benéfica en el alma de la Regenta.

—Es mía—pensó don Álvaro con deleite superior al que él mismo esperaba en e"|IX|Location 4085
con creces|" declaración, por una brutalidad de la naturaleza excitada, por todo, menos por una osadía impertinente, imposible en el más cumplido caballero.

Ana fingió no oír, pero sus ojos la delataron, y brillando en la sombra, buscando a don Álvaro que había retrocedido un paso en la obscuridad, le pagaron <span style=""color: rgb(0, 0, 255);"">con creces</span> las delicias que aquellas palabras dejaron caer como lluvia benéfica en el alma de la Regenta.

—Es mía—pensó don Álvaro con deleite superior al que él mismo esperaba en el día del triunfo.

—¿Quieren ustedes subir a descansar?—preguntó la dama a los caballeros, al ver llegar a Paco.

—No"|IX|Location 4086
aturdido|"el beneficiado, pálido el rostro, menos las mejillas encendidas con un tinte cárdeno. Sudaba como una pared húmeda. El Magistral miró al beneficiado sin sonreír, pinchándole con aquellas agujas que tenía entre la blanda crasitud de los ojos. Humilló los suyos don Custodio y pasó cabizbajo, confuso, <span style=""color: rgb(0, 0, 255);"">aturdido</span> en dirección al coro. Era gruesecillo, adamado, tenía aires de comisionista francés vestido con traje talar muy pulcro y elegante. El cuerpo bien torneado se lo ceñía, debajo del manteo ampuloso, un roquete que parecía prenda mujeril, sobre la cual ostentaba la muceta ligera, de seda, propi"|IX|Location 4096
instó|" si es una locura. ¿Por qué se ha molestado usted?

—¿Cómo locura? Ahora mismo te vas a vestir. Pues ya que me he molestado, como tú dices, no será en vano. ¡Ea! arriba; o aquí mismo, delante de estos señores te peino, te calzo y te visto.

—Eso es—dijo Paco—te vestimos, te peinamos....

Don Víctor <span style=""color: rgb(0, 0, 255);"">instó</span> también.

—La vida es Sueño, hija mía, es el portento de los portentos del teatro.... Es un drama simbólico... filosófico.

—Sí, ya sé, Quintanar....

—Y Perales, que lo dice tan bien, mi amigo Perales.

—Y que habrá tanta gente—añadió la Marquesa.

—Por Dios, señora: con mil amores, si no fue"|X|Location 4114
suprimían.|"ro si mañana tengo que comulgar!

—¡Ta, ta, ta, ta! ¿y qué tiene eso que ver? ¿Lo sabe la gente? ¿Vas tú al teatro a pecar?

—¡El arte es una religión!—advirtió don Víctor consultando el reloj, temeroso de perder lo de

Hipógrifo violento que corriste parejas con el viento.
Después supo que esto lo <span style=""color: rgb(0, 0, 255);"">suprimían.</span> «¡Qué escándalo!».

—Pero, niña—prosiguió—demasiado nos honra la Marquesa.

—¿Qué honra ni qué calabazas?... pero ha de venir.

—No señora; es inútil insistir.

Disputaron mucho tiempo; pero al fin doña Rufina, que también quería ver empezar, cedió y se llevó a don Víctor, que hizo alguno"|X|Location 4123
dar pábulo|"Era ella una beata con escrúpulos necios? ¿Qué tenía que echarse en cara? ¿En qué había faltado? Todo Vetusta en aquel momento estaba gozando entre ruido, luz, música, alegría; y ella sola, sola, allí en aquel comedor obscuro, triste, frío, lleno de recuerdos odiosos o necios, huyendo la ocasión de <span style=""color: rgb(0, 0, 255);"">dar pábulo</span> a una pasión que halagaría a la mujer más presuntuosa. ¿Era esto pecar? Nada tenía ella que ver con don Álvaro. Podía él estar todo lo enamorado que quisiera, pero ella jamás le otorgaría el favor más insignificante. Desde ahora, ni mirarle siquiera. Estaba decidida. ¿Qué había que confes"|X|Location 4141
halagaría|"pulos necios? ¿Qué tenía que echarse en cara? ¿En qué había faltado? Todo Vetusta en aquel momento estaba gozando entre ruido, luz, música, alegría; y ella sola, sola, allí en aquel comedor obscuro, triste, frío, lleno de recuerdos odiosos o necios, huyendo la ocasión de dar pábulo a una pasión que <span style=""color: rgb(0, 0, 255);"">halagaría</span> a la mujer más presuntuosa. ¿Era esto pecar? Nada tenía ella que ver con don Álvaro. Podía él estar todo lo enamorado que quisiera, pero ella jamás le otorgaría el favor más insignificante. Desde ahora, ni mirarle siquiera. Estaba decidida. ¿Qué había que confesar? Nada. ¿Para qué reconcil"|X|Location 4141
cavilar|"or Dios, de pensar en aquello! Se volvía loca. Aquel continuo estudiar su pensamiento, acecharse a sí misma, acusarse, por ideas inocentes, de malos pensamientos, era un martirio. Un martirio que añadía a los que la vida le había traído y seguía trayendo sin buscarlos. Pero ¿qué había de hacer sino <span style=""color: rgb(0, 0, 255);"">cavilar</span> una mujer como ella? ¿En qué se había de divertir? ¿En cazar con liga o con reclamo como su marido? ¿En plantar eucaliptus donde no querían nacer, como Frígilis?».

En aquel momento vio a todos los vetustenses felices a su modo, entregados unos al vicio, otros a cualquier manía, pero todos s"|X|Location 4146
ahorcarse|"l Darro? Nada; a lo más, algún conato de aventura ridícula. Se acordó del inglés que tenía un carmen junto a la Alhambra, el que se enamoró de ella y le regaló la piel del tigre cazado en la India por sus criados. Había sabido más adelante que aquel hombre, que en una carta—que ella rasgó—la juraba <span style=""color: rgb(0, 0, 255);"">ahorcarse</span> de un árbol histórico de los jardines del Generalife 'junto a las fuentes de eterna poesía y voluptuosa frescura', aquel pobre Mr. Brooke se había casado con una gitana del Albaicín. Buen provecho; pero de todas maneras era una aventura estúpida. La piel del tigre la conservaba, por el tig"|X|Location 4153
desaliento!|" Frutos, el mísero tendido sobre la arena, ahogándose en un charco de sangre, como la que ella había visto en la plaza de toros, una sangre casi negra, muy espesa y con espuma...

«¡Qué horror!». Tuvo asco de aquella imagen y de las ideas que la habían traído.

«¡Qué miserable soy en estas horas de <span style=""color: rgb(0, 0, 255);"">desaliento!</span> ¡Qué infamias estoy pensando!...». Se ahogaba en el balcón. Quiso bajar a la huerta, al Parque; sin pedir luz ni encenderla, alumbrada por la luna, atravesó algunas habitaciones buscando la escalera del parterre; pero al pasar cerca del despacho de Quintanar, cambió de propósito y se dij"|X|Location 4180
tentando las paredes.|"ebe de tener fósforos sobre la mesa. Voy a escribir al Magistral; le diré que me espere mañana de tarde; necesito reconciliar; yo no puedo recibir la comunión así; se lo contaré todo, todo, lo de dentro, lo de más adentro también».

El despacho estaba a obscuras; allí no entraba la luna. Ana avanzó <span style=""color: rgb(0, 0, 255);"">tentando las paredes.</span> A cada paso tropezaba con un mueble. Se arrepintió de haberse aventurado sin luz en aquella estancia que no tenía un pie cuadrado libre de estorbos. Pero ya no era cosa de volverse atrás. Dio un paso sin apoyarse en la pared, siguió de frente, con las manos de avanzada para evi"|X|Location 4185
chasquido|"e volverse atrás. Dio un paso sin apoyarse en la pared, siguió de frente, con las manos de avanzada para evitar un choque....

—¡Ay! ¡Jesús! ¿Quién va? ¿quién es? ¿quién me sujeta?—gritó horrorizada.

Su mano había tocado un objeto frío, metálico, que había cedido a la opresión, y en seguida oyó un <span style=""color: rgb(0, 0, 255);"">chasquido</span> y sintió dos golpes simultáneos en el brazo, que quedó preso entre unas tenazas inflexibles que oprimían la carne con fuerza. Con toda la que le dio el miedo sacudió el brazo para librarse de aquella prisión, mientras seguía gritando:

—¡Petra! ¡luz! ¿quién está aquí?

Las tenazas no solta"|X|Location 4189
tenazas|"manos de avanzada para evitar un choque....

—¡Ay! ¡Jesús! ¿Quién va? ¿quién es? ¿quién me sujeta?—gritó horrorizada.

Su mano había tocado un objeto frío, metálico, que había cedido a la opresión, y en seguida oyó un chasquido y sintió dos golpes simultáneos en el brazo, que quedó preso entre unas <span style=""color: rgb(0, 0, 255);"">tenazas</span> inflexibles que oprimían la carne con fuerza. Con toda la que le dio el miedo sacudió el brazo para librarse de aquella prisión, mientras seguía gritando:

—¡Petra! ¡luz! ¿quién está aquí?

Las tenazas no soltaron la presa; siguieron su movimiento y Ana sintió un peso, y oyó el estrépito de "|X|Location 4189
enmienda|" más que tener bien sujeto al delincuente cogido infraganti. Si estos inventores no hubieran sabido armonizar los intereses de la industria con los estatutos de la sociedad protectora de animales, lo hubiera pasado mal aquella noche la Regenta. Por fortuna, Quintanar era correccionalista; quería la <span style=""color: rgb(0, 0, 255);"">enmienda</span> del culpable, pero no su destrucción. Los zorros que él cazara sobrevivirían. No faltaba para que la máquina fuese perfecta, más que esto: que los ladrones de gallinas viniesen a tropezar con el botón del resorte endiablado, como había tropezado aquella señora.

Ni Petra ni su ama conocían "|X|Location 4206
resorte endiablado,|" mal aquella noche la Regenta. Por fortuna, Quintanar era correccionalista; quería la enmienda del culpable, pero no su destrucción. Los zorros que él cazara sobrevivirían. No faltaba para que la máquina fuese perfecta, más que esto: que los ladrones de gallinas viniesen a tropezar con el botón del <span style=""color: rgb(0, 0, 255);"">resorte endiablado,</span> como había tropezado aquella señora.

Ni Petra ni su ama conocían el uso de aquel artefacto que tuvieron que destrozar—y buenos sudores les costó—para separarlo del brazo que magullaba. Petra contenía la risa a duras penas. Se contentó con decir:

—¡Qué estropicio!—apuntando a lo"|X|Location 4208
—¡ Qué estropicio!— apuntando a los pedazos de loza, cristal, y otras materias incalificables que yacían sobre el piso.|"<span style=""color: rgb(0, 0, 255);"">—¡ Qué estropicio!— apuntando a los pedazos de loza, cristal, y otras materias incalificables que yacían sobre el piso.</span>"|X|Location 4211
cuclillas.|" cachivaches y los puso sobre mesas y armarios como si fueran reliquias santas. Sentía un júbilo singular viendo aquella ruina de objetos que ella tenía que considerar como vasos sagrados de un culto desconocido.

—¡Si hubiera sido yo!—repetía entre dientes, al juntar los últimos pedazos, puesta en <span style=""color: rgb(0, 0, 255);"">cuclillas.</span>

Gozaba con delicia de aquella catástrofe, desde el punto de vista de su irresponsabilidad.

Ana bajó a la huerta, olvidada ya de la carta que quería escribir. Le dolía el brazo. Le dolía con el escozor moral de las bofetadas que deshonran. Le parecía una vergüenza y una degradación ridíc"|X|Location 4224
escozor|"ocido.

—¡Si hubiera sido yo!—repetía entre dientes, al juntar los últimos pedazos, puesta en cuclillas.

Gozaba con delicia de aquella catástrofe, desde el punto de vista de su irresponsabilidad.

Ana bajó a la huerta, olvidada ya de la carta que quería escribir. Le dolía el brazo. Le dolía con el <span style=""color: rgb(0, 0, 255);"">escozor</span> moral de las bofetadas que deshonran. Le parecía una vergüenza y una degradación ridícula todo aquello. Estaba furiosa. «¡Su don Víctor! ¡Aquel idiota! Sí, idiota; en aquel momento no se volvía atrás. ¡Qué diría Petra para sus adentros! ¿Qué marido era aquel que cazaba con trampa a su esposa"|X|Location 4226
muecas|"e parecía una vergüenza y una degradación ridícula todo aquello. Estaba furiosa. «¡Su don Víctor! ¡Aquel idiota! Sí, idiota; en aquel momento no se volvía atrás. ¡Qué diría Petra para sus adentros! ¿Qué marido era aquel que cazaba con trampa a su esposa?». Miró a la luna y se le figuró que le hacía <span style=""color: rgb(0, 0, 255);"">muecas</span> burlándose de su aventura. Los árboles seguían hablándose al oído, murmurando con todas las hojas; comentaban con irónica sonrisilla el lance de la guillotina, como decía Petra.

«¡Qué hermosa noche! Pero ¿quién era ella para admirar la noche serena? ¿Qué tenía que ver toda aquella poesía mel"|X|Location 4229
la gota de agua que hace desbordar...|"ecitos animales con la cresta despedazada, y encima, sujeto con trapos un muñón de carne cruda, sanguinolenta ¡qué asco! Aquel Herodes era el Pílades de su marido. Y hacía tres años que ella vivía entre aquel par de sonámbulos, sin más relaciones íntimas. Bastaba, bastaba, no podía más; aquello era <span style=""color: rgb(0, 0, 255);"">la gota de agua que hace desbordar...</span> ¡caer en una trampa que un marido coloca en su despacho como si fuera el monte! ¡no era esto el colmo de lo ridículo!».

La exageración de aquel sentimiento de cólera injustísima, pueril, la hizo notar su error. «¡Ella sí que era ridícula! ¡Irritarse de aquel mo"|X|Location 4240
era esto el colmo de lo ridículo!».|"quel Herodes era el Pílades de su marido. Y hacía tres años que ella vivía entre aquel par de sonámbulos, sin más relaciones íntimas. Bastaba, bastaba, no podía más; aquello era la gota de agua que hace desbordar... ¡caer en una trampa que un marido coloca en su despacho como si fuera el monte! ¡no <span style=""color: rgb(0, 0, 255);"">era esto el colmo de lo ridículo!».</span>

La exageración de aquel sentimiento de cólera injustísima, pueril, la hizo notar su error. «¡Ella sí que era ridícula! ¡Irritarse de aquel modo por un incidente vulgar, insignificante!». Y volvió contra sí todo el desprecio. «¿Qué culpa tiene él de que yo entre a"|X|Location 4241
pueril,|"íritu contemplando lo pasado en lo más remoto del recuerdo; su niñez le enternecía, su juventud le disgustaba como el recuerdo de una mujer que fue muy querida, que nos hizo cometer mil locuras y que hoy nos parece digna de olvido y desprecio. Aquello que él llamaba placer material y tenía mucho de <span style=""color: rgb(0, 0, 255);"">pueril,</span> era el consuelo de su alma en los frecuentes decaimientos del ánimo.

El Magistral había sido pastor en los puertos de Tarsa ¡y era él, el mismo que ahora mandaba a su manera en Vetusta! En este salto de la imaginación estaba la esencia de aquel placer intenso, infantil y material que gozaba"|X|Location 4242
compadecían.|" matrimonio; recordaba que ella, que jamás decía palabras irrespetuosas a sus tías, había tenido que esforzarse para no gritar: «¡Idiota!» al ver a su tía mirarla así. Y aquello continuaba, aquello se había sufrido en Granada, en Zaragoza, en Granada otra vez y luego en Valladolid. Y ni siquiera la <span style=""color: rgb(0, 0, 255);"">compadecían.</span> Nada de hijos. Don Víctor no era pesado, eso es verdad. Se había cansado pronto de hacer el galán y paulatinamente había pasado al papel de barba que le sentaba mejor. ¡Oh, y lo que es como un padre se había hecho querer, eso sí!; no podía ella acostarse sin un beso de su marido en la f"|X|Location 4259
bulto|" se quedaba trasvolado, soñaba que oía los tres ladridos de Frígilis.

¡Cosa extraña! Otras veces no le sucedía esto, dormía a pierna suelta y despertaba en el momento oportuno.

¡Habría sido la tila! Volvió a encender luz. Cogió el único libro que tenía sobre la mesa de noche. Era un tomo de mucho <span style=""color: rgb(0, 0, 255);"">bulto</span>. «Calderón de la Barca» decían unas letras doradas en el lomo. Leyó.

Siempre había sido muy aficionado a representar comedias, y le deleitaba especialmente el teatro del siglo diecisiete. Deliraba por las costumbres de aquel tiempo en que se sabía lo que era honor y mantenerlo. Según él, nadi"|X|Location 4282
verja;|"sos; ¡jugar el todo por el todo! Pedirla de rodillas sobre el lodo, que abriera; y si se negaba, saltar la verja, aunque era poco menos que imposible; pero, sí, la saltaría. ¡Si volviera a salir la luna! No, no saldría; la nube era inmensa y muy espesa; tardaría media hora la claridad».

Llegó a la <span style=""color: rgb(0, 0, 255);"">verja;</span> él vio a la Regenta primero que ella a él. La conoció, la adivinó antes.

—«¡Es tuya!—le gritó el demonio de la seducción—; te adora, te espera».

Pero no pudo hablar, no pudo detenerse. Tuvo miedo a su víctima. La superstición vetustense respecto de la virtud de Ana la sintió él en sí; aquel"|X|Location 4304
ahuyentaba|"nta primero que ella a él. La conoció, la adivinó antes.

—«¡Es tuya!—le gritó el demonio de la seducción—; te adora, te espera».

Pero no pudo hablar, no pudo detenerse. Tuvo miedo a su víctima. La superstición vetustense respecto de la virtud de Ana la sintió él en sí; aquella virtud como el Cid, <span style=""color: rgb(0, 0, 255);"">ahuyentaba</span> al enemigo después de muerta acaso; él huir; ¡lo que nunca había hecho! Tenía miedo... ¡la primera vez!

Siguió; dio tres, cuatro pasos más sin resolverse a volver pie atrás, por más que el demonio de la seducción le sujetaba los brazos, le atraía hacia la puerta y se le burlaba con palab"|X|Location 4307
morbosa,|"... En aquella casa iba a pasar algo. ¿Qué habría hecho la señora en la huerta? ¿No se le había figurado a ella oír allá, hacia la puerta del Parque, una voz...? Sería aprensión... pero... algo, algo había allí. ¿Qué papel la reservarían? ¿Contarían con ella? ¡Ay de ellos si no!». Y con una delicia <span style=""color: rgb(0, 0, 255);"">morbosa,</span> la rubia lúbrica olfateaba la deshonra de aquel hogar, oyendo a lo lejos los ronquidos de Anselmo; «otro estúpido que jamás había venido a buscarla en el secreto de la noche»...

—XI—
El magistral era gran madrugador. Su vida llena de ocupaciones de muy distinto género, no le dejaba libre p"|X|Location 4417
abrumador;|"l magistral era gran madrugador. Su vida llena de ocupaciones de muy distinto género, no le dejaba libre para el estudio más que las horas primeras del día y las más altas de la noche. Dormía muy poco. Su doble misión de hombre de gobierno en la diócesis y sabio de la catedral le imponía un trabajo <span style=""color: rgb(0, 0, 255);"">abrumador;</span> además, era un clérigo de mundo; recibía y devolvía muchas visitas, y este cuidado, uno de los más fastidiosos, pero de los más importantes, le robaba mucho tiempo. Por la mañana estudiaba filosofía y teología, leía las revistas científicas de los jesuitas, y escribía sus sermones y otros"|XI|Location 4422
crepúsculo;|"e este libro, sin conocerlo, hablaba muy mal don Saturnino Bermúdez, cuando estaba un poco alegre, después de comer. Uno de sus secretos era, que «el Magistral merecía el nombre de sabio, pero no precisamente el de arqueólogo; nadie sirve para todo».

Don Fermín escribía a la luz tenue y blanca del <span style=""color: rgb(0, 0, 255);"">crepúsculo;</span> la mañana estaba fresca; de vez en cuando, por vía de descanso, De Pas se entretenía en soplarse los dedos. Meditaba. Tenía los pies envueltos en un mantón viejo de su madre. Cubríale la cabeza un gorro de terciopelo negro, raído; la sotana bordada de zurcidos, pardeaba de puro vieja, y "|XI|Location 4428
soltarse pullas|" aragonés, le dan a usted derecho para desvergonzarse....

—¡Poco ruido! ¡Poco ruido! señor Fierabrás—repuso el canónigo terciando el manteo.

Es de advertir que el tono de broma en que estas palabras fuertes se decían les quitaba toda gravedad y aire de ofensa. En Vetusta el buen humor consiste en <span style=""color: rgb(0, 0, 255);"">soltarse pullas</span> y frescas todo el año, como en perpetuo Carnaval, y el que se enfada desentona y se le tiene por mal educado.

—Es que yo—gritó el ex-alcalde—mato un canónigo como un mosquito....

—Ya lo supongo; con alguna calumnia. Venga usted acá, viborezno libre-pensador, Voltaire de monterilla,"|XI|Location 4485
mostrencos...—|"aso, la prima del seguro....

—Del seguro se va usted, señor economista cascaciruelas....

—Yo contribuyo a la circulación de la riqueza....

—Como una esponja a la circulación del agua....

—Y los curas son los zánganos de la colmena social....

—Hombre, si a zánganos vamos....

—Los curas son los <span style=""color: rgb(0, 0, 255);"">mostrencos...—</span>Si a mostrencos vamos, conocía yo un alcaldito en tiempos de la Gloriosa...

—¿Qué tiene usted que decir de la Gloriosa? Me parece que la Revolución le hizo a usted Ilustrísimo señor....

—¡Hizo un cuerno! Me hicieron mis méritos, mis trabajos, mis... ¡seor ciruelo!

—Déjese usted de i"|XI|Location 4504
Candelas|"en esos montes de Toledo que se llaman Palacio?

—De manera, que si usted empieza a disparatar y a pasarse a mayores, yo le dejo con la palabra en la boca....

—Con usted no va nada, don Cayetano o don Fuguillas; usted podrá ser un viejecito verde, pero no es un... un Magistral... un Provisor... un <span style=""color: rgb(0, 0, 255);"">Candelas</span> eclesiástico.

Todos los presentes, menos don Santos, convinieron en que aquello era demasiado fuerte:

—¡Hombre, un Candelas!... Don Santos Barinaga gritó:—No señores, no es un Candelas, porque aquel espejo de ladrones caballerosos era muy generoso, y robaba con exposición de la vida.

Ade"|XI|Location 4513
desahogue|"e ha acusado de esto, que conocía que era orgullo. Aprensiones. No es orgullo; pero resulta de estas cosas que es desgraciada, aunque nadie lo sospeche. En fin, usted verá. Don Víctor es como Dios le hizo. No entiende de estos perfiles; hace lo que yo. Y como no hemos de buscarle un amante para que <span style=""color: rgb(0, 0, 255);"">desahogue</span> con él—aquí volvió a reír don Cayetano—lo mejor será que ustedes se entiendan».

El Magistral al recordar este pasaje del discurso del Arcipreste se acordó también de que él se había puesto como una amapola.

«¡Lo mejor será que ustedes se entiendan!». En esta frase que don Cayetano había "|XI|Location 4558
abrasarme|"del Magistral asomó una sonrisa de amargura. «Aunque todo ello sea una ilusión, un sueño, ¿por qué no soñar? Y ¿quién sabe si esta ambición que me devora no es más que una forma impropia de otra pasión más noble? Este fuego, ¿no podrá arder para un afecto más alto, más digno del alma? ¿No podría yo <span style=""color: rgb(0, 0, 255);"">abrasarme</span> en más pura llama que la de esta ambición? ¡Y qué ambición! Bien mezquina, bien miserable. ¿No valdrá más la conquista del espíritu de esa señora que el asalto de una mitra, del capelo, de la misma tiara...?».

El Magistral se sorprendió dibujando la tiara en el margen del papel.

Suspiró,"|XI|Location 4610
mezquina,|"ión, un sueño, ¿por qué no soñar? Y ¿quién sabe si esta ambición que me devora no es más que una forma impropia de otra pasión más noble? Este fuego, ¿no podrá arder para un afecto más alto, más digno del alma? ¿No podría yo abrasarme en más pura llama que la de esta ambición? ¡Y qué ambición! Bien <span style=""color: rgb(0, 0, 255);"">mezquina,</span> bien miserable. ¿No valdrá más la conquista del espíritu de esa señora que el asalto de una mitra, del capelo, de la misma tiara...?».

El Magistral se sorprendió dibujando la tiara en el margen del papel.

Suspiró, arrojó aquella pluma, como si tuviera la culpa de tales pensamientos, que "|XI|Location 4610
