word|ch-context-styled|chapter|kindle-location
escozor|"viendo aquella ruina de objetos que ella tenía que considerar como vasos sagrados de un culto desconocido.<br><br>—¡Si hubiera sido yo!—repetía entre dientes, al juntar los últimos pedazos, puesta en cuclillas.<br><br>Gozaba con delicia de aquella catástrofe, desde el punto de vista de su irresponsabilidad.<br><br>Ana bajó a la huerta, olvidada ya de la carta que quería escribir. Le dolía el brazo. Le dolía con el <span style=""color: rgb(0, 0, 255);"">escozor</span> moral de las bofetadas que deshonran. Le parecía una vergüenza y una degradación ridícula todo aquello. Estaba furiosa. «¡Su don Víctor! ¡Aquel idiota! Sí, idiota; en aquel momento no se volvía atrás. ¡Qué diría Petra para sus adentros! ¿Qué marido era aquel que cazaba con trampa a su esposa?». Miró a la luna y se le figuró que le hacía muecas burlándose de su aventura. Los árboles seguían"|X|Location 4226
muecas|" quería escribir. Le dolía el brazo. Le dolía con el escozor moral de las bofetadas que deshonran. Le parecía una vergüenza y una degradación ridícula todo aquello. Estaba furiosa. «¡Su don Víctor! ¡Aquel idiota! Sí, idiota; en aquel momento no se volvía atrás. ¡Qué diría Petra para sus adentros! ¿Qué marido era aquel que cazaba con trampa a su esposa?». Miró a la luna y se le figuró que le hacía <span style=""color: rgb(0, 0, 255);"">muecas</span> burlándose de su aventura. Los árboles seguían hablándose al oído, murmurando con todas las hojas; comentaban con irónica sonrisilla el lance de la guillotina, como decía Petra.<br><br>«¡Qué hermosa noche! Pero ¿quién era ella para admirar la noche serena? ¿Qué tenía que ver toda aquella poesía melancólica de cielo y tierra con lo que le sucedía a ella?».<br><br>«Si pensaría Quintanar que una mujer es "|X|Location 4229
la gota de agua que hace desbordar...|" orgía de disparates a injertar gallos ingleses en gallos españoles: ¡Lo había visto ella! Unos pobrecitos animales con la cresta despedazada, y encima, sujeto con trapos un muñón de carne cruda, sanguinolenta ¡qué asco! Aquel Herodes era el Pílades de su marido. Y hacía tres años que ella vivía entre aquel par de sonámbulos, sin más relaciones íntimas. Bastaba, bastaba, no podía más; aquello era <span style=""color: rgb(0, 0, 255);"">la gota de agua que hace desbordar...</span> ¡caer en una trampa que un marido coloca en su despacho como si fuera el monte! ¡no era esto el colmo de lo ridículo!».<br><br>La exageración de aquel sentimiento de cólera injustísima, pueril, la hizo notar su error. «¡Ella sí que era ridícula! ¡Irritarse de aquel modo por un incidente vulgar, insignificante!». Y volvió contra sí todo el desprecio. «¿Qué culpa tien"|X|Location 4240
era esto el colmo de lo ridículo!».|" cresta despedazada, y encima, sujeto con trapos un muñón de carne cruda, sanguinolenta ¡qué asco! Aquel Herodes era el Pílades de su marido. Y hacía tres años que ella vivía entre aquel par de sonámbulos, sin más relaciones íntimas. Bastaba, bastaba, no podía más; aquello era la gota de agua que hace desbordar... ¡caer en una trampa que un marido coloca en su despacho como si fuera el monte! ¡no <span style=""color: rgb(0, 0, 255);"">era esto el colmo de lo ridículo!».</span><br><br>La exageración de aquel sentimiento de cólera injustísima, pueril, la hizo notar su error. «¡Ella sí que era ridícula! ¡Irritarse de aquel modo por un incidente vulgar, insignificante!». Y volvió contra sí todo el desprecio. «¿Qué culpa tiene él de que yo entre a deshora, sin luz en su despacho? ¿Qué motivo racional de queja tenía ella? Ninguno. ¡Oh! no había p"|X|Location 4241
pueril,|"o! Aquel Herodes era el Pílades de su marido. Y hacía tres años que ella vivía entre aquel par de sonámbulos, sin más relaciones íntimas. Bastaba, bastaba, no podía más; aquello era la gota de agua que hace desbordar... ¡caer en una trampa que un marido coloca en su despacho como si fuera el monte! ¡no era esto el colmo de lo ridículo!».<br><br>La exageración de aquel sentimiento de cólera injustísima, <span style=""color: rgb(0, 0, 255);"">pueril,</span> la hizo notar su error. «¡Ella sí que era ridícula! ¡Irritarse de aquel modo por un incidente vulgar, insignificante!». Y volvió contra sí todo el desprecio. «¿Qué culpa tiene él de que yo entre a deshora, sin luz en su despacho? ¿Qué motivo racional de queja tenía ella? Ninguno. ¡Oh! no había pretexto, no había pretexto para la ingratitud...».<br><br>«Pero no importaba; ella se moría de hastío."|X|Location 4242
compadecían.|"palabras de envidia, las miradas de curiosidad de doña Águeda (q. e. p. d.) en los primeros días del matrimonio; recordaba que ella, que jamás decía palabras irrespetuosas a sus tías, había tenido que esforzarse para no gritar: «¡Idiota!» al ver a su tía mirarla así. Y aquello continuaba, aquello se había sufrido en Granada, en Zaragoza, en Granada otra vez y luego en Valladolid. Y ni siquiera la <span style=""color: rgb(0, 0, 255);"">compadecían.</span> Nada de hijos. Don Víctor no era pesado, eso es verdad. Se había cansado pronto de hacer el galán y paulatinamente había pasado al papel de barba que le sentaba mejor. ¡Oh, y lo que es como un padre se había hecho querer, eso sí!; no podía ella acostarse sin un beso de su marido en la frente. Pero llegaba la primavera y ella misma, ella le buscaba los besos en la boca; le remordía la "|X|Location 4259
bulto|"barras frías de la gran puerta de hierro que era la entrada del Parque por la calle de Tras-la-cerca. Así estuvo mucho tiempo, mirando las tinieblas de fuera, abstraída en su dolor, sueltas las riendas de la voluntad, como las del pensamiento que iba y venía, sin saber por dónde, a merced de impulsos de que no tenía conciencia.<br><br>Casi tocando con la frente de Ana, metida entre dos hierros, pasó un <span style=""color: rgb(0, 0, 255);"">bulto</span> por la calle solitaria pegado a la pared del Parque.<br><br>«¡Es él!» pensó la Regenta que conoció a don Álvaro, aunque la aparición fue momentánea; y retrocedió asustada. Dudaba si había pasado por la calle o por su cerebro.<br><br>Era don Álvaro en efecto. Estaba en el teatro, pero en un entreacto se le ocurrió salir a satisfacer una curiosidad intensa que había sentido. «Si por casualidad estuviese e"|X|Location 4282
verja;|" aquello que estaba sintiendo.... ¿Qué haría si el corazón no le engañaba? Lo de siempre en tales casos; ¡jugar el todo por el todo! Pedirla de rodillas sobre el lodo, que abriera; y si se negaba, saltar la verja, aunque era poco menos que imposible; pero, sí, la saltaría. ¡Si volviera a salir la luna! No, no saldría; la nube era inmensa y muy espesa; tardaría media hora la claridad».<br><br>Llegó a la <span style=""color: rgb(0, 0, 255);"">verja;</span> él vio a la Regenta primero que ella a él. La conoció, la adivinó antes.<br><br>—«¡Es tuya!—le gritó el demonio de la seducción—; te adora, te espera».<br><br>Pero no pudo hablar, no pudo detenerse. Tuvo miedo a su víctima. La superstición vetustense respecto de la virtud de Ana la sintió él en sí; aquella virtud como el Cid, ahuyentaba al enemigo después de muerta acaso; él huir; ¡lo que nunca había h"|X|Location 4304
ahuyentaba|"nube era inmensa y muy espesa; tardaría media hora la claridad».<br><br>Llegó a la verja; él vio a la Regenta primero que ella a él. La conoció, la adivinó antes.<br><br>—«¡Es tuya!—le gritó el demonio de la seducción—; te adora, te espera».<br><br>Pero no pudo hablar, no pudo detenerse. Tuvo miedo a su víctima. La superstición vetustense respecto de la virtud de Ana la sintió él en sí; aquella virtud como el Cid, <span style=""color: rgb(0, 0, 255);"">ahuyentaba</span> al enemigo después de muerta acaso; él huir; ¡lo que nunca había hecho! Tenía miedo... ¡la primera vez!<br><br>Siguió; dio tres, cuatro pasos más sin resolverse a volver pie atrás, por más que el demonio de la seducción le sujetaba los brazos, le atraía hacia la puerta y se le burlaba con palabras de fuego al oído llamándole: «¡Cobarde, seductor de meretrices!... ¡Atrévete, atrévete con la ve"|X|Location 4307
morbosa,|"onrado con miradas cargadas de preguntas.<br><br>«Había visto ella muchas cosas en su vida de servidumbre.... En aquella casa iba a pasar algo. ¿Qué habría hecho la señora en la huerta? ¿No se le había figurado a ella oír allá, hacia la puerta del Parque, una voz...? Sería aprensión... pero... algo, algo había allí. ¿Qué papel la reservarían? ¿Contarían con ella? ¡Ay de ellos si no!». Y con una delicia <span style=""color: rgb(0, 0, 255);"">morbosa,</span> la rubia lúbrica olfateaba la deshonra de aquel hogar, oyendo a lo lejos los ronquidos de Anselmo; «otro estúpido que jamás había venido a buscarla en el secreto de la noche»...<br><br>—XI—<br>El magistral era gran madrugador. Su vida llena de ocupaciones de muy distinto género, no le dejaba libre para el estudio más que las horas primeras del día y las más altas de la noche. Dormía muy poco. Su d"|X|Location 4417
abrumador;|"s de Anselmo; «otro estúpido que jamás había venido a buscarla en el secreto de la noche»...<br><br>—XI—<br>El magistral era gran madrugador. Su vida llena de ocupaciones de muy distinto género, no le dejaba libre para el estudio más que las horas primeras del día y las más altas de la noche. Dormía muy poco. Su doble misión de hombre de gobierno en la diócesis y sabio de la catedral le imponía un trabajo <span style=""color: rgb(0, 0, 255);"">abrumador;</span> además, era un clérigo de mundo; recibía y devolvía muchas visitas, y este cuidado, uno de los más fastidiosos, pero de los más importantes, le robaba mucho tiempo. Por la mañana estudiaba filosofía y teología, leía las revistas científicas de los jesuitas, y escribía sus sermones y otros trabajos literarios. Preparaba una Historia de la Diócesis de Vetusta, obra seria, original, que da"|XI|Location 4422
crepúsculo;|"ia, original, que daría mucha luz a ciertos puntos obscuros de los anales eclesiásticos de España. De este libro, sin conocerlo, hablaba muy mal don Saturnino Bermúdez, cuando estaba un poco alegre, después de comer. Uno de sus secretos era, que «el Magistral merecía el nombre de sabio, pero no precisamente el de arqueólogo; nadie sirve para todo».<br><br>Don Fermín escribía a la luz tenue y blanca del <span style=""color: rgb(0, 0, 255);"">crepúsculo;</span> la mañana estaba fresca; de vez en cuando, por vía de descanso, De Pas se entretenía en soplarse los dedos. Meditaba. Tenía los pies envueltos en un mantón viejo de su madre. Cubríale la cabeza un gorro de terciopelo negro, raído; la sotana bordada de zurcidos, pardeaba de puro vieja, y las mangas de la chaqueta que vestía debajo de la sotana relucían con el brillo triste del paño muy "|XI|Location 4428
soltarse pullas|"no sea usted un boquirroto y mire más lo que dice.<br><br>—Oiga usted, don Cayetano; ni la edad, ni el ser aragonés, le dan a usted derecho para desvergonzarse....<br><br>—¡Poco ruido! ¡Poco ruido! señor Fierabrás—repuso el canónigo terciando el manteo.<br><br>Es de advertir que el tono de broma en que estas palabras fuertes se decían les quitaba toda gravedad y aire de ofensa. En Vetusta el buen humor consiste en <span style=""color: rgb(0, 0, 255);"">soltarse pullas</span> y frescas todo el año, como en perpetuo Carnaval, y el que se enfada desentona y se le tiene por mal educado.<br><br>—Es que yo—gritó el ex-alcalde—mato un canónigo como un mosquito....<br><br>—Ya lo supongo; con alguna calumnia. Venga usted acá, viborezno libre-pensador, Voltaire de monterilla, Lutero con cascabeles; según ese disparatado modo de pensar que usa vuecencia, también se podrá ase"|XI|Location 4485
mostrencos...—|"lgo, sabrían que la Economía política me autoriza para cobrar el anticipo, el riesgo y, cuando hay caso, la prima del seguro....<br><br>—Del seguro se va usted, señor economista cascaciruelas....<br><br>—Yo contribuyo a la circulación de la riqueza....<br><br>—Como una esponja a la circulación del agua....<br><br>—Y los curas son los zánganos de la colmena social....<br><br>—Hombre, si a zánganos vamos....<br><br>—Los curas son los <span style=""color: rgb(0, 0, 255);"">mostrencos...—</span>Si a mostrencos vamos, conocía yo un alcaldito en tiempos de la Gloriosa...<br><br>—¿Qué tiene usted que decir de la Gloriosa? Me parece que la Revolución le hizo a usted Ilustrísimo señor....<br><br>—¡Hizo un cuerno! Me hicieron mis méritos, mis trabajos, mis... ¡seor ciruelo!<br><br>—Déjese usted de insultos y explique por qué he de ser yo enemigo personal del Provisor. ¿Reparto yo dinero por las al"|XI|Location 4504
Candelas|" proceden de los cristianos bobalicones que tienen algo que ver con la curia eclesiástica? ¿Robo yo en esos montes de Toledo que se llaman Palacio?<br><br>—De manera, que si usted empieza a disparatar y a pasarse a mayores, yo le dejo con la palabra en la boca....<br><br>—Con usted no va nada, don Cayetano o don Fuguillas; usted podrá ser un viejecito verde, pero no es un... un Magistral... un Provisor... un <span style=""color: rgb(0, 0, 255);"">Candelas</span> eclesiástico.<br><br>Todos los presentes, menos don Santos, convinieron en que aquello era demasiado fuerte:<br><br>—¡Hombre, un Candelas!... Don Santos Barinaga gritó:—No señores, no es un Candelas, porque aquel espejo de ladrones caballerosos era muy generoso, y robaba con exposición de la vida.<br><br>Además, robaba a los ricos y daba a los pobres.<br><br>—Sí, desnudaba a un santo para vestir a otro.<br><br>—Pues e"|XI|Location 4513
desahogue|"otra le queda; quiero decir, que se somete a todo, pero por dentro siempre protesta. Ella misma se me ha acusado de esto, que conocía que era orgullo. Aprensiones. No es orgullo; pero resulta de estas cosas que es desgraciada, aunque nadie lo sospeche. En fin, usted verá. Don Víctor es como Dios le hizo. No entiende de estos perfiles; hace lo que yo. Y como no hemos de buscarle un amante para que <span style=""color: rgb(0, 0, 255);"">desahogue</span> con él—aquí volvió a reír don Cayetano—lo mejor será que ustedes se entiendan».<br><br>El Magistral al recordar este pasaje del discurso del Arcipreste se acordó también de que él se había puesto como una amapola.<br><br>«¡Lo mejor será que ustedes se entiendan!». En esta frase que don Cayetano había dicho sin asomos de malicia, encontraba don Fermín motivo para meditar horas y horas.<br><br>Toda la noche"|XI|Location 4558
abrasarme|"illas del Bernesga, y las que ahora se movían como una música plácida para el alma?». En los labios del Magistral asomó una sonrisa de amargura. «Aunque todo ello sea una ilusión, un sueño, ¿por qué no soñar? Y ¿quién sabe si esta ambición que me devora no es más que una forma impropia de otra pasión más noble? Este fuego, ¿no podrá arder para un afecto más alto, más digno del alma? ¿No podría yo <span style=""color: rgb(0, 0, 255);"">abrasarme</span> en más pura llama que la de esta ambición? ¡Y qué ambición! Bien mezquina, bien miserable. ¿No valdrá más la conquista del espíritu de esa señora que el asalto de una mitra, del capelo, de la misma tiara...?».<br><br>El Magistral se sorprendió dibujando la tiara en el margen del papel.<br><br>Suspiró, arrojó aquella pluma, como si tuviera la culpa de tales pensamientos, que ya se le antojaban vanos,"|XI|Location 4610
mezquina,|"el alma?». En los labios del Magistral asomó una sonrisa de amargura. «Aunque todo ello sea una ilusión, un sueño, ¿por qué no soñar? Y ¿quién sabe si esta ambición que me devora no es más que una forma impropia de otra pasión más noble? Este fuego, ¿no podrá arder para un afecto más alto, más digno del alma? ¿No podría yo abrasarme en más pura llama que la de esta ambición? ¡Y qué ambición! Bien <span style=""color: rgb(0, 0, 255);"">mezquina,</span> bien miserable. ¿No valdrá más la conquista del espíritu de esa señora que el asalto de una mitra, del capelo, de la misma tiara...?».<br><br>El Magistral se sorprendió dibujando la tiara en el margen del papel.<br><br>Suspiró, arrojó aquella pluma, como si tuviera la culpa de tales pensamientos, que ya se le antojaban vanos, y sacudiendo la cabeza se puso a escribir.<br><br>El último párrafo decía:<br><br>«El "|XI|Location 4610
medran|"ama la humildad y es humilde como ser abstracto, colectivo, en la jerarquía, para contener la impaciencia de la ambición que espera desde abajo. Yo me lucí en Roma, admiré a los fieles en Madrid, deslumbro a los vetustenses y seré Obispo cuando llegue a los sesenta. Entonces haré yo la comedia de la humildad y no aceptaré esa limosna. Los intrigantes suben; los amigos, los aduladores, los lacayos <span style=""color: rgb(0, 0, 255);"">medran</span> sin necesidad de sermones; pero nosotros, los que hemos de ascender por nuestro mérito apostólico, no podemos ser impacientes, tenemos que esperar en una actitud digna de sumisión y respeto. ¡Farsa, pura farsa! ¡Oh, si yo echase a volar mi dinero!... Pero mi dinero es de mi madre, y además yo no quiero comprar lo que es mío, lo que merezco por mi cabeza, no por mis arcas. ¿No quedábamos en "|XI|Location 4634
arcas.|" aduladores, los lacayos medran sin necesidad de sermones; pero nosotros, los que hemos de ascender por nuestro mérito apostólico, no podemos ser impacientes, tenemos que esperar en una actitud digna de sumisión y respeto. ¡Farsa, pura farsa! ¡Oh, si yo echase a volar mi dinero!... Pero mi dinero es de mi madre, y además yo no quiero comprar lo que es mío, lo que merezco por mi cabeza, no por mis <span style=""color: rgb(0, 0, 255);"">arcas.</span> ¿No quedábamos en que era yo una lumbrera? ¿No se dijo que en mí tenía firme columna el templo cristiano? Pues si soy una columna, ¿por qué no me echan encima el peso que me toca? Soy columna o palillo de dientes, señor Cardenal, ¿en qué quedamos?».<br><br>El Magistral, que estaba solo y seguro de ello, dio un puñetazo sobre la mesa.<br><br>—Voy, señorito—gritó una voz dulce y fresca desde una habitaci"|XI|Location 4637
andrina|"o un puñetazo sobre la mesa.<br><br>—Voy, señorito—gritó una voz dulce y fresca desde una habitación contigua.<br><br>El Magistral no oyó siquiera. En seguida entró en el despacho una joven de veinte años, alta, delgada, pálida, pero de formas suficientemente rellenas para los contornos que necesita la hermosura femenina. La palidez era de un tono suave, delicado, que hacía muy buen contraste con el negro de <span style=""color: rgb(0, 0, 255);"">andrina</span> de los ojos grandes, soñadores, de movimientos bruscos; unos ojos que parecía que hacían gimnasia, obligados día y noche a las contorsiones místicas de una piedad maquinal, mitad postiza y falsificada. Las facciones de aquel rostro se acercaban al canon griego y casaba muy bien con ellas la dulce seriedad de la fisonomía. En esta figura larga, pero no sin gracia, espiritual, no flaca, sole"|XI|Location 4643
despilfarro|", y se puso a levantar la cama, operación que consistía en sacudir las almohadas y los colchones, doblar las sábanas y la colcha y guardarlas entre colchón y colchón, tender una manta sobre el lecho y colocar una sobre otras las almohadas sacudidas, pero sin funda. El Magistral dormía algunos días la siesta, y doña Paula, por economía, le preparaba así la cama. Hacerla formalmente hubiera sido un <span style=""color: rgb(0, 0, 255);"">despilfarro</span> de lavado y planchado.<br><br>Don Fermín volvió a sentarse en su sillón. Desde allí veía, distraído, los movimientos rápidos de la falda negra de Teresina, que apretaba las piernas contra la cama para hacer fuerza al manejar los pesados colchones. Ella azotaba la lana con vigor y la falda subía y bajaba a cada golpe con violenta sacudida, dejando descubiertos los bajos de las enaguas bordada"|XI|Location 4688
aguerrido|"n tristeza sus músculos de acero, de una fuerza inútil.<br><br>Era muy blanco y fino el cutis, que una emoción cualquiera teñía de color de rosa. Por consejo de don Robustiano, el médico, De Pas hacía gimnasia con pesos de muchas libras; era un Hércules. Un día de revolución un patriota le había dado el ¡quién vive! en las afueras, cerca de la noche. De Pas rompió el fusil de chispa en las espaldas del <span style=""color: rgb(0, 0, 255);"">aguerrido</span> centinela, que le había querido coser a bayonetazos, porque no se entregaba a discreción. Nadie supo aquella hazaña, ni el mismo don Santos Barinaga que andaba a caza de las calumnias y verdades que corrían contra La Cruz Roja, como él llamaba, colectivamente, al Provisor y a su madre. En cuanto al miliciano, había callado, jurando odio eterno al clero y a los fusiles de chispa. Era uno "|XI|Location 4723
le había querido coser a bayonetazos,|"e acero, de una fuerza inútil.<br><br>Era muy blanco y fino el cutis, que una emoción cualquiera teñía de color de rosa. Por consejo de don Robustiano, el médico, De Pas hacía gimnasia con pesos de muchas libras; era un Hércules. Un día de revolución un patriota le había dado el ¡quién vive! en las afueras, cerca de la noche. De Pas rompió el fusil de chispa en las espaldas del aguerrido centinela, que <span style=""color: rgb(0, 0, 255);"">le había querido coser a bayonetazos,</span> porque no se entregaba a discreción. Nadie supo aquella hazaña, ni el mismo don Santos Barinaga que andaba a caza de las calumnias y verdades que corrían contra La Cruz Roja, como él llamaba, colectivamente, al Provisor y a su madre. En cuanto al miliciano, había callado, jurando odio eterno al clero y a los fusiles de chispa. Era uno de los que al murmurar de"|XI|Location 4723
extravían|"iene usted de su parte?—Sí, señor; traigo una carta para Usía.<br><br>Aquel usía hizo sonreír al Provisor, que lo creyó muy oportuno.<br><br>—¿Y no es más que eso?<br><br>—No, señor.—Entonces...—La señora me ha dicho que entregara a Usía mismo esta carta, que era urgente y los criados podrían perderla... o tardar en entregarla a Usía.<br><br>Teresina se movió en el pasillo. La oyó el Magistral y dijo:<br><br>—En mi casa no se <span style=""color: rgb(0, 0, 255);"">extravían</span> las cartas. Si otra vez viene usted con un recado por escrito, puede usted entregarlo ahí fuera... con toda confianza.<br><br>Petra sonrió de un modo que ella creyó discreto y retorció una punta del delantal.<br><br>—Perdóneme Usía...—dijo con voz temblorosa y ruborizándose.<br><br>—No hay de qué, hija mía. Agradezco su celo.<br><br>Don Fermín estaba pensando que aquella mujer podría serle útil, no sabía él cuá"|XI|Location 4758
altanería,|"as del Magistral. Un mantón negro de merino ceñido con fuerza a la espalda angulosa, caía sin gracia sobre el hábito, negro también, de estameña con ribetes blancos. Parecía doña Paula, por traje y rostro, una amortajada.<br><br>Petra saludó un poco turbada. Doña Paula la midió con los ojos, sin disimulo.<br><br>—¿Qué quería usted?—preguntó, como pudo haberlo preguntado la pared.<br><br>Petra se repuso y, casi con <span style=""color: rgb(0, 0, 255);"">altanería,</span> contestó:<br><br>—Era un recado para el señor Magistral.<br><br>Y salió del despacho. En la puerta de la escalera la recibió con afable sonrisa Teresina y se despidieron con sendos besos en las mejillas, como las señoritas de Vetusta. Eran amigas, ambas de la aristocracia de la servidumbre. Se respetaban sin perjuicio de tenerse envidia. Petra envidiaba a Teresina la estatura, los ojos y la casa de"|XI|Location 4774
recado|"ara Usía.<br><br>Aquel usía hizo sonreír al Provisor, que lo creyó muy oportuno.<br><br>—¿Y no es más que eso?<br><br>—No, señor.—Entonces...—La señora me ha dicho que entregara a Usía mismo esta carta, que era urgente y los criados podrían perderla... o tardar en entregarla a Usía.<br><br>Teresina se movió en el pasillo. La oyó el Magistral y dijo:<br><br>—En mi casa no se extravían las cartas. Si otra vez viene usted con un <span style=""color: rgb(0, 0, 255);"">recado</span> por escrito, puede usted entregarlo ahí fuera... con toda confianza.<br><br>Petra sonrió de un modo que ella creyó discreto y retorció una punta del delantal.<br><br>—Perdóneme Usía...—dijo con voz temblorosa y ruborizándose.<br><br>—No hay de qué, hija mía. Agradezco su celo.<br><br>Don Fermín estaba pensando que aquella mujer podría serle útil, no sabía él cuándo, ni cómo, ni para qué. Sintió deseos de ponerla d"|XI|Location 4775
desenvoltura,|"l señor Magistral.<br><br>Y salió del despacho. En la puerta de la escalera la recibió con afable sonrisa Teresina y se despidieron con sendos besos en las mejillas, como las señoritas de Vetusta. Eran amigas, ambas de la aristocracia de la servidumbre. Se respetaban sin perjuicio de tenerse envidia. Petra envidiaba a Teresina la estatura, los ojos y la casa del Magistral. Teresina envidiaba a Petra su <span style=""color: rgb(0, 0, 255);"">desenvoltura,</span> su gracia, su conocimiento de las maneras finas y de la vida de ciudad.<br><br>—¿Qué te quiere esa señora?—preguntó doña Paula en cuanto se vio a solas con su hijo.<br><br>—No sé; aún no he abierto la carta.<br><br>—¿Una carta?—Sí, esa. Don Fermín hubiera deseado a su madre a cien leguas. No podía ocultar la impaciencia, a pesar del dominio sobre sí mismo, que era una de sus mayores fuerzas; ansiaba p"|XI|Location 4778
mucho se lo agradecería|"madre acostumbrada a que hubiera secretos para ella. «Además, ¿qué podía decir la Regenta? Nada de particular».<br><br>«Mi querido amigo: hoy no he podido ir a comulgar; necesito ver a usted<br>antes; necesito reconciliar. No crea usted que son escrúpulos de esos<br>contra los que usted me prevenía; creo que se trata de una cosa seria.<br>Si usted fuera tan amable que consintiera en oírme esta tarde un<br>momento, <span style=""color: rgb(0, 0, 255);"">mucho se lo agradecería</span> su hija espiritual y affma.<br>amiga, q.b.s.m.,<br><br>ANA DE OZORES DE QUINTANAR».<br>—¡Jesús, qué carta!—exclamó doña Paula con los ojos clavados en su hijo.<br><br>—¿Qué tiene?—preguntó el Magistral, volviendo la espalda.<br><br>—¿Te parece bien ese modo de escribir al confesor? Parece cosa de doña Obdulia. ¿No dices que la Regenta es tan discreta? Esa carta es de una tonta o de una loca.<br><br>—No "|XI|Location 4799
mequetrefes|".<br><br>—Vamos, es una pagana que quiere convertirse.<br><br>El Magistral calló. Con su madre no disputaba.<br><br>—Ayer tarde no fuiste a ver al señor de Ronzal.<br><br>—Se me pasó la hora de la cita....<br><br>—Ya lo sé; estuviste dos horas y media en el confesonario, y el señor Ronzal se cansó de esperar y no tuvo contestación que dar al señor Pablo, que se volvió al pueblo creyendo que tú y Ronzal y yo y todos somos unos <span style=""color: rgb(0, 0, 255);"">mequetrefes</span> sin palabra, que sabemos explotarlos cuando los necesitamos y cuando ellos nos necesitan los dejamos en la estacada.<br><br>—Pero, madre, tiempo hay; el chico está en el cuartel, no se los han llevado; no salen para Valladolid hasta el sábado... hay tiempo....<br><br>—Sí, hay tiempo para que se pudra en el calabozo. ¿Y qué dirá Ronzal? Si tú que estás más interesado te olvidas del asunto, ¿qué har"|XI|Location 4811
estacada.|" a ver al señor de Ronzal.<br><br>—Se me pasó la hora de la cita....<br><br>—Ya lo sé; estuviste dos horas y media en el confesonario, y el señor Ronzal se cansó de esperar y no tuvo contestación que dar al señor Pablo, que se volvió al pueblo creyendo que tú y Ronzal y yo y todos somos unos mequetrefes sin palabra, que sabemos explotarlos cuando los necesitamos y cuando ellos nos necesitan los dejamos en la <span style=""color: rgb(0, 0, 255);"">estacada.</span><br><br>—Pero, madre, tiempo hay; el chico está en el cuartel, no se los han llevado; no salen para Valladolid hasta el sábado... hay tiempo....<br><br>—Sí, hay tiempo para que se pudra en el calabozo. ¿Y qué dirá Ronzal? Si tú que estás más interesado te olvidas del asunto, ¿qué hará él?<br><br>—Pero, señora, el deber es primero.<br><br>—El deber, el deber... es cumplir con la gente, ¡Fermo! ¿Y por qué se le ha"|XI|Location 4811
calabozo.|"ar al señor Pablo, que se volvió al pueblo creyendo que tú y Ronzal y yo y todos somos unos mequetrefes sin palabra, que sabemos explotarlos cuando los necesitamos y cuando ellos nos necesitan los dejamos en la estacada.<br><br>—Pero, madre, tiempo hay; el chico está en el cuartel, no se los han llevado; no salen para Valladolid hasta el sábado... hay tiempo....<br><br>—Sí, hay tiempo para que se pudra en el <span style=""color: rgb(0, 0, 255);"">calabozo.</span> ¿Y qué dirá Ronzal? Si tú que estás más interesado te olvidas del asunto, ¿qué hará él?<br><br>—Pero, señora, el deber es primero.<br><br>—El deber, el deber... es cumplir con la gente, ¡Fermo! ¿Y por qué se le ha antojado al espantajo de don Cayetano encajarte ahora esa herencia?<br><br>—¿Qué herencia? De Pas daba vueltas en una mano al sombrero de teja, de alas sueltas, y se apoyaba en el marco de la pu"|XI|Location 4814
endiosas|"ra esa herencia?<br><br>—¿Qué herencia? De Pas daba vueltas en una mano al sombrero de teja, de alas sueltas, y se apoyaba en el marco de la puerta, indicando deseo de salir pronto.<br><br>—¿Qué herencia?—repitió.<br><br>—Esa señora; esa de la carta, que por lo visto cree que mi hijo no tiene más que hacer que verla a ella.<br><br>—Madre, es usted injusta.—Fermo, yo bien sé lo que me digo. Tú... eres demasiado bueno. Te <span style=""color: rgb(0, 0, 255);"">endiosas</span> y no ves ni entiendes.<br><br>Doña Paula creía que endiosarse valía tanto como elevar el pensamiento a las regiones celestes.—El Arcediano y don Custodio—prosiguió—hicieron anoche comidilla de la confesata en la tertulia de doña Visitación, esa tarasca; sí señor, comidilla de la confesata de la otra; y si había durado dos horas o no había durado dos horas....<br><br>El Magistral se santiguó y dijo:<br><br>"|XI|Location 4821
tarasca;|"o cree que mi hijo no tiene más que hacer que verla a ella.<br><br>—Madre, es usted injusta.—Fermo, yo bien sé lo que me digo. Tú... eres demasiado bueno. Te endiosas y no ves ni entiendes.<br><br>Doña Paula creía que endiosarse valía tanto como elevar el pensamiento a las regiones celestes.—El Arcediano y don Custodio—prosiguió—hicieron anoche comidilla de la confesata en la tertulia de doña Visitación, esa <span style=""color: rgb(0, 0, 255);"">tarasca;</span> sí señor, comidilla de la confesata de la otra; y si había durado dos horas o no había durado dos horas....<br><br>El Magistral se santiguó y dijo:<br><br>—¿Ya murmuran? ¡Infames!<br><br>—Sí, ¡ya! ¡ya! y por eso hablo yo: porque estas cosas, en tiempo. ¿Te acuerdas de la Brigadiera? ¿Te acuerdas de lo que me dio que hacer aquella miserable calumnia por ser tú noble y confiadote?... Fermo, te lo he dicho mi"|XI|Location 4823
